h2,ch4,c2h2,c2h4,c2h6,act
201.27273038409015,8.617971190385642,0.797285585847262,0.6313236046369114,6.078436625036727,1
100.48497487502371,18.48497487502371,0.29188793003922076,0.3888829050439626,1.2618376800866393,1
6092.239434311272,906.6352566626101,17.255823476114696,6.411740619239302,37.487006904739616,1
124.0179086175659,13.55456063235745,0.001,2.939616790862128,143.7996660881361,1
167.69979410382717,19.70491877803643,0.001,5.514425484340034,35.00512467420924,1
649.8158783919696,52.9810574477335,0.001,20.00075770209066,34.984845958186796,1
109.99262495682305,7.066375388592517,0.001,0.001,0.001,1
1479.7162103188791,9.285739609458934,0.001,12.666170072926084,1380.5334278333492,1
112.53982060641609,11.728878898491734,0.594934616891788,2.1890582920756514,1.4054708539621743,1
706.7602118225254,51.54137789182137,0.001,16.291724421635728,37.495094429962634,1
228.02037806736706,9.288494070679285,0.001,3.916395086530187,3.610387695196085,1
232.17485833696747,15.94349716673935,1.356502969923011,16.29756219072461,9.210396793153464,1
1021.9808657001593,59.42398151766865,10.38166643038005,40.04283202900867,522.4808255996209,1
112.46769143512364,20.34485099707525,3.918106374634406,2.621186543572182,70.97116191504912,1
193.5996813039989,8.232698827863597,0.5420347967721986,4.300872084204329,3.67683416114634,1
112.44618984686541,3.570254010208973,0.001,0.570683756198764,1.570254010208973,1
2745.7470345662755,244.6860724664806,4.501910174571291,41.06296216451895,9.00305725162032,1
981.2051568363665,75.06502085793976,0.001,16.0926525564065,31.55234049094691,1
113.43245917546157,17.224353593606406,2.269392463353839,5.956812769067971,116.14663473169787,1
109.9243024087687,17.416217505366546,0.5841987121388192,1.7517637014057248,0.5841987121388192,1
105.0258723936548,7.607948929664415,0.001,1.658489854603255,0.001,1
143.04785190858235,22.83982639990655,1.334358397500945,2.246896389999618,61.524035503043436,1
676.8935043465154,54.62990935433427,0.001,19.34803625826629,36.87439575748441,1
33261.6479704499,8582.146784833889,4.703389222269228,15.830429400785683,1016.3820812769968,1
108.61101813832643,5.95826360374482,0.001,0.3478982199529749,0.6951436853713682,1
81829.6705895132,8537.281262541637,1.5731143239869307,1.5731143239869307,48.938979067186125,1
1072.88238736769,60.563864452861594,0.001,9.668418899529472,398.827839838762,1
104.19418727901169,4.50562756187673,0.001,2.8058127209883206,12.329248764053194,1
867.1144356370911,76.68521116040995,13.816386293107449,53.554049143914085,72.50158433731575,1
188.6593437703904,7.088335340459693,0.001,8.26500602137908,0.001,1
160.90909556578634,18.098565475622674,0.001,2.096510410480919,110.67941799446513,1
220.3920962666721,12.09238575133479,0.001,22.21844943093143,0.001,1
125.2556192281038,13.485798931772011,0.001,2.5752485394598885,145.31242350101576,1
945.5442221707743,74.25293737560821,4.38596758028482,25.15584244388617,62.698515158530775,1
839.4962938269313,73.77174599896249,13.077707596723998,51.82586975440331,69.17880138652703,1
36490.46102698052,3940.3818118082377,9.484738064647933,5.772892903028099,475.42255485880986,1
186.4986928303087,5.795909584898659,0.001,3.5425028784405708,0.001,1
96.3965051070711,32.65157536345887,11.864813370334733,9.321969001383007,55.86481337033473,1
37272.69593625256,2626.01431119468,8.597850412412065,7.103224381381903,340.17218789283993,1
181.02381516872552,12.86641730520721,0.001,2.8921425104419147,18.31413956564133,1
103.99244244238803,10.707797797133825,0.985556589814445,3.6641474807960064,15.21662662674636,1
112.60293942081759,18.266076076182554,3.0022635210032456,6.16901549700015,110.37857876335956,1
212.47724310934532,13.629183485194245,0.001,23.145917425971223,3.912254545300795,1
983.8064708641487,37.11152474089684,0.001,32.320992846954056,22.007459215108614,1
2028.7804181098593,133.06039504180225,0.001,8.76375196579211,17.703341789920774,1
148.41965295706197,15.73214477081174,0.001,1.1239115008036253,131.71426870389564,1
102.9923552107846,7.078917954472895,0.001,4.494266408088445,2.740239370427469,1
34249.84603872904,3377.323506551159,4.249918397054635,2.1252467313607473,325.69893025609457,1
716.3822241350716,60.74239521083911,9.355301848092587,43.0510008562794,53.75630453527895,1
1564.987293841097,22.5755014589346,0.31100786236103095,51.91988274500408,5.118533491771716,1
117.03704303795656,16.87034936715204,0.9907485012703493,2.9722269822920695,1.0,1
106.60449809755852,7.415005788076181,0.001,1.1324566894913344,0.001,1
38815.20681832436,1465.3210584291755,5.134496883761892,5.134496883761892,580.9890038955865,1
8156.951640346108,1057.0072329298396,1.2445833043603116,0.1318449405450952,23.047283165943732,1
35773.52449487685,6838.370841979848,0.6663230781486791,9.684284252386732,1411.0454903560944,1
427.6134324683443,34.503022646565356,4.247292033266696,40.76323656204495,22.1436581996168,1
1655.2080990021323,119.96736815003797,0.001,8.141195223430778,24.536348726556568,1
104.83727886054673,4.325561919046914,0.001,2.1627211394532635,8.650764917672667,1
180.04754081735058,10.29711175820908,0.001,1.987085839843517,13.249570940858497,1
218.32773921798756,12.179273570788817,0.001,22.84349051854889,0.3479914275256338,1
1085.93623350904,61.31202483420992,0.001,19.666046131829503,47.205559368779326,1
106.87253878346174,19.723057128941967,1.5960640470995648,2.1279293512341315,6.914717088445229,1
39059.91919043111,2114.003238167511,3.5873532719415673,2.1499347875295856,914.5332493775074,1
3726.6023521631464,457.69319176997953,6.892729671489825,2.6372582940423275,26.52935070723811,1
995.6617743378496,73.39679607115266,0.04765854977848183,12.77025119694342,57.41647636595195,1
145.45849072033388,8.799358678807351,22.53850919788914,7.994245685518106,14.279056495766273,2
1061.4738998202051,8.73171711641465,105.3782202744299,45.88240943278411,12.696439946249882,2
255.81962759792046,34.490095230632534,173.48880190130964,48.44220745877048,6.377734858206443,2
717.5949101415251,7.060127246461871,44.36013383291719,18.00636232309357,1.9845978607771355,2
627.0103834252975,61.305936079626264,207.38012136145966,70.04985301222388,6.6955084764459825,2
718.6363974246029,7.034090064384928,68.88715934939799,16.70450321924639,1.1256312240587691,2
169.11728871476714,37.741964827512305,6.344219636519503,6.629017586243847,47.50304592447936,2
208.5035906059817,11.225852363068249,12.536714757867706,8.768357378933851,22.086400985696713,2
234.3082429442893,14.194407803175103,93.34384670733502,20.676605921652254,3.103127098566819,2
220.7799134411522,70.67893282766039,522.5963514556591,118.8899567205761,23.642212604572464,2
168.82801103425712,37.76590390773884,5.832486804640324,6.485667586188092,48.5210208735908,2
618.8452571208683,27.0930008073585,53.53062839310301,18.394136481336666,3.8620522315321666,2
705.012125317873,93.89903187944653,355.4693111012006,122.6179340411938,14.436187614444824,2
150.0427251117398,14.392124636322567,15.524630579038094,3.135415654066977,11.070092421782135,2
64.77151402727921,9.545570092640075,4.681644861039888,4.340822430519944,4.227214953679963,2
172.55110800680686,34.80400279387382,15.459013778514684,10.228663407147213,34.828234173793554,2
3114.8129508468623,105.14528369926954,619.0403376054242,125.53378658805839,14.094201697171522,2
501.9232475663627,28.871369666096225,129.91907942850332,32.078836502566986,21.989624419946704,2
4324.080290033018,647.39268722224,6642.3341958201945,929.1986767541484,54.41164062808549,2
111.92501306793235,9.609095661066311,11.353410872899866,3.8424924335246113,5.097726084733422,2
228.65693438934977,14.54677701890183,122.44362734175883,23.708828614815573,2.3526012825829277,2
135.67175801831655,19.94654080767629,14.175576532053952,8.126714576188492,19.76792448460577,2
7733.949281680849,3926.945388978987,28977.055275750503,4904.458602094353,386.36385395004197,2
122.49481975438763,26.174032825594182,50.41954132714837,11.08183616718473,2.02727872239491,2
381.1789686217693,59.24544151122248,159.42856484826933,52.86518487296741,7.952014954785009,2
9564.544782026356,4945.202820009935,34425.4698216003,5956.628279220782,484.72639201969736,2
6720.647419394548,970.5393888780633,5224.4741192547335,857.3921317007048,74.19911343106534,2
122.85793514294828,7.571340539672413,20.03551621426293,1.372495943318115,18.156764320591375,2
385.0,34.25853931608631,168.90056180150526,77.17387173200868,42.651966305268424,2
3950.8512630708287,480.74245204862416,1163.3592407195724,210.1446453883634,12.072322694181688,2
295.94160578578965,96.84633682912676,539.0205731161541,156.47080289289482,31.993511753976627,2
701.8413974660759,26.19623696443405,144.84005468904533,24.33870987458954,44.100203888065195,2
3570.2721506828107,188.5876268567339,1158.2577088524397,232.48066696364668,21.920618657163306,2
589.0140796776391,45.87324086986195,15.64872924749593,42.04225451816484,28.732550355096443,2
2230.3888325946314,913.4288258757988,613.1973814868721,382.8869707902311,180.65716869781977,2
728.8879002293417,86.52692710953029,237.75858094108605,98.9805848161341,8.318964523527152,2
4337.07315443463,265.6032370050889,1994.9108444371427,348.57489022340894,17.16194220305334,2
58.4310552149922,23.472769131318664,30.338934129866573,26.39745043579276,1.9247189638218578,2
153.8260002742614,19.032500342826754,10.731549910865045,0.33651098640155386,11.039188177082842,2
4237.498980031457,362.0680243958823,2717.7143815619274,468.8334002168158,27.48457297168585,2
597.7124309786728,80.04931692688496,245.282240099009,87.12595677837147,16.940025228478724,2
772.0515837072803,104.1056853001424,293.4536563964907,125.08765143585504,9.711341409912269,2
850.6138226087625,150.79791654404994,390.57700382170503,179.2509990142223,11.466547460532563,2
146.60251506950047,13.20188630212535,13.199135444859214,2.559594129391657,9.95962273957493,2
2081.742786305978,426.8350371893615,1069.1753272026967,284.1346157678261,247.25390679487776,2
101.59307172817445,141.44425776824372,0.001,31.629729190270016,181.44408975966306,4
19.0,57.96371492284017,0.001,8.747979000219846,89.52218453814022,4
1.8226909165913145,172.54355197361352,0.001,15.062153432748765,406.5936325267199,4
72.62794604383903,28.95541274368969,0.001,13.041015525987985,81.66116060112913,4
23.611033142328736,24.350343384046333,0.2614290685241225,7.739310241717595,132.87172290061113,4
330.3852789100035,77.12043467615447,0.0006665667713269165,8.295186348076848,65.25604040942287,4
31.383631918343937,10.278836185729306,0.001,3.3071291397977713,71.35744876633599,4
13.98996509462404,36.03344968458653,7.724827330687553,19.245818789426686,159.23578388405073,4
21.080866799205097,29.55987617154213,0.001,8.0,142.03888554387916,4
85.4431627681129,132.13702872378462,0.001,30.35277154283847,147.8746484062206,4
18.529998369191667,47.54807535499199,0.001,15.433068016354486,74.68038003657661,4
12.46247164013286,15.627596423548276,0.001,5.0,85.90993193631887,4
158.70818937069347,131.29181062930653,0.001,94.67230574210163,34.93771594395979,4
115.07216537286416,65.14096798195331,0.001,9.265576002578097,102.43276530841172,4
41.165326532743435,123.83306530654869,0.001,15.345126511857774,12.017689767786662,4
153.5649155741764,136.4350844258236,0.001,89.38616322901463,42.652626638735406,4
92.33076808630216,311.15565307953483,9.898672390891585,561.5512730874493,68.21605291459242,4
117.84147032187835,98.26823742497325,0.001,20.08077282459976,176.63110274140877,4
13.403150206760465,62.80630041352093,0.04083687594972543,70.60055591884009,65.99444081159918,4
88.34391860516197,101.45538255866738,0.001,30.668783721032394,315.1114639535054,4
97.62836935837353,103.50638158519479,0.001,43.66099154745206,156.2893609058256,4
0.8668805909626087,43.23617072214636,0.001,9.708512166439084,146.70851216643908,4
5.239130047840615,124.86520971247738,0.001,6.4480222813602595,75.23853301191846,4
19.183778845858825,32.49908867459085,0.001,8.131530982873203,152.0504252121673,4
84.0879249833368,116.50281061376637,0.001,14.258153722477687,61.20284362905163,4
16.0,68.15389826852123,0.001,18.884576298609076,156.70502831866764,4
40.666212016865025,221.38581783386365,0.001,23.304730960574044,363.7256900113918,4
40.13178259060538,167.87643873134053,0.001,17.624383400854057,234.63260472279998,4
20.875375261736586,29.361027719614093,0.001,8.0,142.80513859807047,4
28.45513801601686,69.18037910395905,6.636448288002408,723.8158962239349,250.3626205439711,5
15.960481317923128,27.54708043470802,0.001,68.68694110056911,36.118556046230616,5
276.5686938660626,2194.900559765556,22.78463492218964,2530.185500132149,732.744875888167,5
108.5251160324411,656.3020748116537,13.897119987188418,1349.235143944771,296.7434707359578,5
56.83798066165558,283.9411430565978,10.493618406331816,807.7129501863108,267.6785627213301,5
29.39317092773603,54.79487819580202,0.001,74.99146365967003,32.19658546386801,5
105.77706751889107,512.2369099108337,18.06937182628785,679.2330362984153,267.7521466993394,5
13.954762322147825,101.65221013902175,0.001,57.2799333442,30.90952464429565,5
21.774706350538313,69.55606892461918,0.001,52.192012531748944,19.80133124470851,5
16.79754112353639,154.097615117628,0.012555621508448241,92.95289592859454,30.774196433620336,5
39.69047861620774,64.88612857532242,0.001,57.601450013628444,21.886128575322413,5
18.438205001694527,55.988719972887566,0.001,55.8202550186398,23.06743501186169,5
169.60485924797476,151.61093330794318,1.972947553355076,73.90882372965808,53.17020442074697,5
40.193207119246395,66.06496660259475,0.001,58.19363029138086,22.419532297991875,5
36.937479303778595,116.48115243620805,0.04863409118459676,138.51884756379195,54.992029326872604,5
22.653919909249126,49.74043993193684,0.001,66.5673998865614,28.826959954624563,5
6.986265621030077,9.155221350858397,0.001,130.86330862650186,64.79463673165225,5
89.73316161663818,448.8499336164215,17.368678599859017,184.9766204907942,93.53093362130213,5
35.31555198378483,182.73330090541495,11.955553675676228,714.200008459457,263.35999830810863,5
18.92875675792435,46.54404325071586,0.001,62.156735132566425,27.213729726226944,5
23.612512044566163,79.83753613369848,0.12509887742985182,58.48334939275488,33.71947388671728,5
197.9376001992654,455.73087305960735,59.613774019452606,344.72788908091195,144.61340152894238,5
51.68598522204857,304.5589242058576,19.67850707157816,671.9607397100303,266.018695376176,5
27.898330816167658,88.39583782827204,0.18723086911304543,62.67916756565441,40.716670262617626,5
37.34043398660676,93.36163660379762,0.001,57.08510849665169,19.25532548995507,5
38.21178413409392,185.13498808778496,6.617375042543625,528.1073493250342,172.53018896422844,5
28.549366840786078,68.25135676974412,7.0,736.7558793355579,253.00180902632547,5
27.207015946156584,153.76842173736145,0.001,76.53684347472293,31.615789131319268,5
54.41082952571839,141.02801827655173,0.001,98.45285694054597,24.06815676686782,5
56.31884126369142,131.8695619342812,0.001,86.62318416511322,29.028987285597683,5
15.74377381515811,26.160152417011915,0.001,69.16369760665215,36.768678554525664,5
91.18282374941285,115.36288218794036,0.001,77.29447980724066,31.426380048189834,5
29.551370623002185,56.78003120299882,0.001,74.10274124600437,31.551370623002185,5
155.33873849495964,127.44087603644843,0.09095166884315696,95.54301357793722,32.54301357793722,5
185.78342569100323,726.5175802105279,4.212270382485631,2222.3541856706242,318.81564556196935,5
62.234485946480355,136.86156502171465,0.001,99.50282073700357,23.748589631498213,5
45.63966810277797,318.2278023961624,3.626610551447561,214.5898773362403,115.82876466513027,5
31.90436762996835,92.942620577981,0.10240308416362988,60.05737942201899,30.7199544510728,5
57.9756990996883,118.92837056641177,0.004545656962617425,72.43540074199984,36.29368067771175,5
31.85449812646537,323.1925239396092,0.001,255.90152019253992,108.41799250586148,5
140.77896973038605,252.6461715740916,0.001,40.501781920738075,30.94830627407267,5
65.47287390355758,134.44749399916617,0.001,98.91402292662589,24.04298853668705,5
22.18916995419203,54.62166009161594,0.001,55.18916995419203,33.165962713174956,5
44.090176333874254,96.59084802782286,0.001,60.34813882432951,19.88627204173428,5
123.10626500980892,109.74461608381667,0.028382749724923204,92.38296715782441,29.382967157824403,5
57.410756709337534,141.11354250502012,0.0143546022816321,50.99666051455823,38.12356096134543,5
13.346194457666579,34.79904062131322,0.001,63.48792187544961,34.43960937724804,5
222.92131903216287,3137.793188678742,0.26134200925384804,4321.640948122483,1341.3505448862065,5
30.59307228568685,138.20516008245625,10.296536142843426,756.7917565113706,267.7350190225492,5
1.3639231291732163,4.968180246581952,0.001,172.0,81.0,5
181.90829097151885,223.47059067657852,2.4737488809792323,43.511810696835944,56.68040667341914,5
36.2266269391546,64.58492408166562,0.001,56.54723428582966,21.584924081665616,5
74.47452758743277,478.61858348984265,24.468040471718783,712.9349352147979,278.18851361183033,5
72.33623685563212,266.92317248138386,4.906970733132408,300.5387243238057,89.02892678116766,5
27.42204493983905,103.38870818926702,0.001,46.327421504392085,15.716129693659104,5
38.82265865052498,126.27920020820548,0.06466766074567912,124.7949843190922,36.63388290715553,5
277.8572051861519,1398.465361826375,29.448593994193835,1389.4847062995814,330.6013303531663,5
55.84535635251497,171.67614507491845,0.001,62.35194013210304,34.633842255519305,5
257.282588015169,1295.4144321595143,29.21405479657498,1217.636444735659,321.3563435266057,5
15.64284134334958,157.24679633631933,0.005132551492961587,89.12889016304081,29.634492754474913,5
41.66005556564798,317.0897129108188,4.1111120836673605,319.6525023152353,91.52502315235333,5
62.94431871507386,135.34074896244886,0.001,64.92873308061932,36.2817370510767,5
101.83895648424951,123.66562892402717,0.04299066031624456,81.02785018406422,34.72755574799259,5
137.95313283863038,576.3558806566909,12.24037448575537,699.9842668307109,261.6899894651856,5
30.640786617879815,59.053313748021566,0.018870865760479177,75.74275316257935,33.80823010977041,5
97.67814404276147,163.66812908034726,0.029082025979694087,64.4809004354196,35.86537268768913,5
46.80879683467163,275.91472189919705,4.959907417439774,299.15080598652133,100.53141881990251,5
84.25393551785196,263.14726795473996,4.1637075264658465,290.1549868755349,85.84300733681185,5
183.48751966707536,263.58299954371444,1.2106817702731174,38.14243313194373,41.519811196076425,5
18.289956271029077,28.259864837726237,0.001,67.1500596304149,42.0,5
27.30066076331709,125.45274337277156,0.08007567633560989,127.73595447592024,41.140911922235055,5
33.5240864821903,151.06110579334702,0.001,71.12221158669402,32.969447103326495,5
100.53481351601963,232.8869313767976,0.9047662654676687,210.36515033812694,71.87389889944865,5
296.76396280339213,1121.6744607778594,54.225931322740635,965.1389557656746,277.72832333755815,5
396.2891720674696,1268.6772261138447,24.833313297113,1364.277971461241,314.7555101401228,5
66.94787261076748,163.38271337422682,0.001,51.62174203817297,37.37825796182703,5
117.360258290371,246.55173108843903,0.001,563.919225128887,77.95462538846982,6
23.440707815528018,177.85470550703067,7.0,1182.0832994270302,219.84380498388424,6
1.1090225527343653,4.9084998017163315,0.001,142.94986931224548,3.642007385389011,6
0.6055110012927143,9.319840103558642,4.622208964187739,67.39541342538546,15.715329102265926,6
23.145027420171534,36.76577504201498,2.296976297673564,88.26395747058952,10.676577504201498,6
30.348168690525174,31.842785800234616,0.001,80.06748058198882,8.033740290994405,6
121.41988902597997,253.2589470864017,0.001,551.7403329220601,75.48354581027306,6
126.28125515396474,300.295776970801,1.2301934540497632,437.48856606522924,65.31513939324937,6
104.3130454857073,33.04101400762074,6.812409894144121,57.71565227428536,10.142173862857318,6
15.724604151450576,24.220934859695117,0.001,134.6774817461072,1.4097197688281435,6
108.16640245242573,285.8290099454781,0.001,414.7053129431227,71.31145217981631,6
33.6662430313232,35.287711423762055,0.001,77.61892658037806,8.714830388298743,6
31.835528629123605,102.59954796656181,0.001,560.9826877188764,129.10726393752807,6
64.86828006348044,87.82221252817497,0.001,137.99291268687608,92.18133112838699,6
17.314299098095205,40.26594539069595,0.001,85.2263406816118,11.02417685369963,6
25.840219013170135,35.347253150963084,3.3039849881313046,89.25692279432585,10.534725315096308,6
64.73168574917023,119.51760319398346,1.1465216142685986,234.80858007600904,38.69647936120331,6
18.207168147444726,39.26228613211711,0.001,85.4634808233579,10.731740411678949,6
172.98097176165965,334.0,37.7,812.5,172.0,6
399.3591128620567,930.2531747771125,23.359139565687457,827.2633875633574,208.29096763215122,6
85.71643516926595,276.43832350835373,0.001,338.1254229059016,62.9400151319601,6
87.04120225522257,160.00193881962522,3.1088220969320792,248.98133769201394,30.673533709203763,6
4805.52709003423,10009.531641609394,2574.509100879928,17098.135699394777,1642.3799182028497,6
76.12015608865173,125.84453116036207,1.3764766870829774,231.35752845798433,37.431093767927585,6
614.8791409003923,1367.254237182239,47.31062211349707,1946.7912172212177,145.67984403121835,6
10.873544873023079,11.861903857207707,0.001,121.94179492092314,1.8735448730230786,6
9.76143517148827,18.57354172830279,0.001,133.5024653496866,8.502465349686588,6
108.5207599629984,215.66230226394765,14.12077216751793,686.6558065120339,117.2467368683937,6
754.3311721532883,3793.2249366693873,685.7657426704375,19869.7755647093,17885.118066587947,6
19.46620285460554,83.05565744733511,0.4577778429875443,32.77109366731624,131.9326779642405,6
154.11278094453903,375.9907015497779,66.0437235461001,843.450042952638,162.58829103194634,6
920.7576709651,1398.3523798357376,28.24052911293625,1940.5435974989762,234.21912176632387,6
3.629305004907494,2.7415753840310195,0.4643919180963833,63.46348461501939,2.483150768062039,6
112.49735412755443,238.22368286424344,0.001,574.7727893058292,80.91589843653824,6
0.001,149.91454643384984,12.540464362488276,689.7357019538964,132.62591792863842,6
39.12545266501908,82.2462569610266,0.001,136.0,100.45224582338403,6
25.148464674830336,38.68122826013573,1.964330048441371,92.27656431165535,5.6593858699321355,6
11771.562353890511,33194.75583920039,3947.8787261002863,48932.169630627366,21842.772879016935,6
120.88398635895291,252.37354268000917,0.001,553.3480409231413,75.80974743368083,6
39.12795686276037,42.51144697714296,0.001,100.51144697714295,68.11294787583546,6
20.570846803269276,97.01095184666202,0.5125014672231842,27.326237676591816,138.11136863591878,6
7.837404451347934,1.0406488871630164,0.001,60.12194666148905,0.04160823827585347,6
159.51204526333868,521.3022438078956,34.27821683689977,1424.3788800319562,199.024154082359,6
315.5551766493813,674.415827879307,28.6319631026174,1575.5585868049495,252.5737674866172,6
68.82981471558259,235.0861365780987,0.001,374.3960825829164,63.25270936964976,6
